,Unnamed: 0,Börsdata ID,Company,Industry,Volume,P/FCF,Assets Turn,Gross profit,Tot. Assets,ROC,Market Cap,Volatility,ROE,FCF,Total Equity,Return 3m,Return 6m,Return 1y,Country,List,Tick,EV/EBIT,Last Report,Yahoo,Performance - Perform. 1y.1,Yield,P/E,P/S,P/B,Asset Growth,Info - Stock price,Info - Report,Sector,FCFROE,GPA,EA ret,EA ret std,1 Year Volatility,1 Year MAD,EA Volatility
230,230,1860,Inzile,Auto & Equipment,1.343,-6.825,0.102,-23.332,76.578,-2.037,950.633,83.417,-1.6292,-139.285,65.701,-0.04418,-0.3618699999999999,-0.61767,Sweden,First North,INZILE,-9.05,2021-11-18,INZILE.ST,-0.61767,,-3.286,121.767,14.469,0.22425,2022-01-28,Q3-2021,Consumer Durables,-2.119982953075296,-0.3046828070725274,0.0011414608526275,0.0095101831508979,0.8184914813584181,0.6568596072305175,1.1000483748834553
231,231,412,Irisity,Security & Surveillance,5.547,-51.951,0.204,45.697,254.132,-0.25808,1758.062,48.896,-0.0766,-33.841,231.109,-0.24257,-0.2086199999999999,0.32659,Sweden,First North,IRIS,-91.04,2021-11-10,IRIS.ST,0.32659,,-67.007,33.892,7.607,1.7025800000000002,2022-01-28,Q3-2021,Technology,-0.1464287414163879,0.1798160011332693,0.0397204067470118,0.6399533277336436,0.5956327320356727,0.5278221950082521,0.568859517293974
232,232,1410,IRLAB Therapeutics,Pharmaceuticals,1.165,13.562,0.393,125.601,498.392,-13.17703,1899.152,42.068,0.13117,140.039,422.598,-0.10922,-0.43277,-0.04799,Sweden,Mid Cap,IRLAB A,26.462,2021-11-10,IRLAB-A.ST,-0.04799,,34.264,9.707,4.494,0.88181,2022-01-28,Q3-2021,Health Care,0.3313763908016601,0.2520124721103067,0.069330944771738,2.016544256120384,0.5524785223911788,0.4165542268590251,0.315107691244566
233,233,1434,Isofol Medical,Pharmaceuticals,6.953,-7.742,0.08,,453.923,,1405.181,89.526,-0.51064,-181.512,379.403,0.0069399999999999,-0.09563,-0.6601600000000001,Sweden,Mid Cap,ISOFOL,-5.155,2021-08-24,ISOFOL.ST,-0.6601600000000001,,-7.253,38.623,3.704,1.41963,2022-01-28,Q3-2021,Health Care,-0.4784147726823456,,-0.0071047077530006,-0.1151376667390466,0.8308061458453406,0.6248965634114891,0.5655466536846844
234,234,1456,ISR Holding,Biotechnology,5.691,-13.498,,-24.198,40.759,,498.935,71.064,-1.25163,-36.964,32.818,-0.20724,0.42323,0.93316,Sweden,First North,ISR,-11.211,2021-08-26,ISR.ST,0.93316,,-10.737,,15.203,-0.20411,2022-01-28,Q2-2021,Health Care,-1.126333109878725,-0.5936848303442185,0.0874102757679757,0.5427748521389544,0.9881467812493324,0.7728765778297109,1.4759866034514284
235,235,114,ITAB Shop Concept,Construction Tools,1.34,22.283,0.998,1545.0,5993.0,0.03766,2874.558,45.935,,129.0,2595.0,-0.05043,-0.25199,-0.20121,Sweden,Mid Cap,ITAB,29.205,2021-11-02,ITAB.ST,-0.20121,,,0.481,1.108,0.04244,2022-01-28,Q3-2021,Industrials,0.0497109826589595,0.2578007675621558,-0.0595705870297673,-1.401140644947933,0.5090373589540194,0.4386238977014001,0.3896635576751938
236,236,1697,I-Tech,Chemicals,0.731,-67.182,0.429,26.812,121.882,-0.0737,653.749,57.435,-0.03904,-9.731,106.545,-0.06949,-0.09256,-0.3385499999999999,Sweden,First North,ITECH,-107.42,2021-10-22,ITECH.ST,-0.3385499999999999,,-157.171,12.506,6.136,-0.02508,2022-01-28,Q3-2021,Materials,-0.0913323009057205,0.2199832624997948,0.0752810659461331,1.3856942398150045,0.4337387227877058,0.3466132355642197,0.4979181888512056
237,237,1771,Jetpak,Rail & Highway,0.627,15.883,0.853,311.541,1143.228,0.12137,1104.0,39.054,0.09382,69.509,682.253,-0.12381,-0.2103,0.13861,Sweden,First North,JETPAK,12.74,2021-11-25,JETPAK.ST,0.13861,,17.677,1.132,1.618,0.09053,2022-01-28,Q3-2021,Industrials,0.1018815600664269,0.2725099455226779,0.0072949956804487,0.1809047558445001,0.4187952739087367,0.3948355364677616,0.3695853074063753
238,238,116,JM,Homebuilding,58.574,9.266,0.909,2859.0,16584.0,0.25609,23905.039,27.524,0.21102,2580.0,8023.0,-0.0541,0.1273,0.16012,Sweden,Large Cap,JM,10.496,2021-10-28,JM.ST,0.16012,0.0372,14.195,1.586,2.98,-0.03103,2022-01-28,Q3-2021,Industrials,0.3215754705222485,0.1723950795947901,-0.0187574914794251,-0.7072978154638839,0.2574827488571465,0.247445196403035,0.2430592111911995
239,239,1852,John Mattson,Real Estate,9.394,-1.87,0.023,220.1,14756.3,0.01456,6014.771,28.275,0.24513,-3216.2,4682.5,-0.06448,-0.01548,0.18993,Sweden,Mid Cap,JOMA,86.147,2021-11-11,JOMA.ST,0.18993,,4.852,17.566,1.285,0.96055,2022-01-28,Q3-2021,Financials,-0.6868553123331553,0.0149156631404891,0.0193358927371993,0.5488287669914639,0.2725805404998607,0.2473656431388209,0.3228992262322182
240,240,378,Josemaria Resources,Mining,7.744,13.983,,,298.193,-2.15311,4312.408,65.277,-1.48301,308.402,139.005,0.23497,0.94828,1.4042599999999998,Sweden,Mid Cap,JOSE,-15.18,2021-11-16,JOSE.ST,1.4042599999999998,,-19.117,,31.023,0.44075,2022-01-28,Q3-2021,Materials,2.218639617279954,,-0.039894119608175,-0.619128418105403,0.5245063610684536,0.4409885549599929,0.5905651155459009
241,241,1853,K2A,Real Estate,2.513,-2.091,0.03,164.7,8375.0,0.02103,4181.859,41.46,0.17954,-1999.9,2488.2,-0.33934,-0.205,0.15777,Sweden,Mid Cap,K2A B,65.968,2021-10-20,K2A-B.ST,0.15777,0.0021,9.112,16.681,1.681,0.43427,2022-01-28,Q3-2021,Financials,-0.8037537175468211,0.019665671641791,0.0750357453764447,1.4822949860376302,0.3929780930091195,0.3683127792032356,0.4639521637109032
242,242,117,Kabe,Auto & Equipment,1.706,6.062,1.414,392.0,2147.0,0.24024,2340.0,43.712,0.13234,386.0,1277.0,0.1926599999999999,0.17117,0.61491,Sweden,Small Cap,KABE B,9.254,2021-11-02,KABE-B.ST,0.61491,0.01154,13.846,0.771,1.832,0.28409,2022-01-28,Q3-2021,Consumer Durables,0.3022709475332811,0.1825803446669771,0.0517180157790937,1.9214478425667396,0.3820451354982705,0.3394211950884274,0.2466907681282903
243,243,408,Kambi,Gambling & Casinos,44.05,16.363,0.863,1277.764,2123.693,0.85482,7014.477,43.742,0.40811,428.671,1483.634,-0.04078,-0.39203,-0.52801,Sweden,First North,KAMBI,8.422,2021-10-27,KAMBI.ST,-0.52801,,11.551,3.826,4.728,0.8659399999999999,2022-01-28,Q3-2021,Consumer Durables,0.2889331196238425,0.6016707687975615,0.1083705907870478,1.1633128641443309,0.5910595254244283,0.4796722643934986,0.8537968601490787
244,244,1796,Karnov,Business Consultants,11.142,-116.161,0.233,712.748,3629.447,0.04907,6259.106,43.835,0.06348,-53.883,1568.807,0.0339299999999999,0.1220899999999999,0.04891,Sweden,Mid Cap,KAR,52.855,2021-11-04,KAR.ST,0.04891,0.01727,56.781,7.401,3.99,-0.00461,2022-01-28,Q3-2021,Industrials,-0.0343464811159052,0.1963792280201364,0.0009278386779141,0.0259214706599527,0.3421788086274849,0.2821251735668457,0.3280593936993077
245,245,119,Karo Pharma,Biotechnology,4.875,-42.685,0.226,1627.912,12923.0,0.03397,13434.47,31.818,0.01081,-314.733,5886.9,0.03646,0.08743,0.2233599999999999,Sweden,Large Cap,KARO,79.92,2021-10-28,KARO.ST,0.2233599999999999,,209.474,4.6,2.282,0.0420899999999999,2022-01-28,Q3-2021,Health Care,-0.0534632828823319,0.1259701307745879,-0.0076793498984332,-0.2737271438058791,0.2958830065979715,0.2484430813590845,0.2571261418091473
246,246,243,Karolinska Development,Holding Companies,15.115,-28.534,0.002,-40.655,1127.028,0.2485399999999999,720.227,124.959,0.27885,-25.241,990.601,-0.04983,0.49091,1.3229499999999998,Sweden,Small Cap,KDEV,3.022,2021-11-18,KDEV.ST,1.3229499999999998,,2.604,323.116,0.727,0.37752,2022-01-28,Q3-2021,Financials,-0.025480491136189,-0.0360727506326373,-0.2038585224580719,-1.9436764817314436,1.2081737230764849,0.8013226845411271,0.9612681112381204
247,247,1887,K-Fast Holding,Real Estate,6.188,-6.233,0.091,227.8,10615.5,0.02137,14534.84,53.947,0.21877,-2331.9,3895.4,-0.1712699999999999,-0.0988,0.63307,Sweden,Large Cap,KFAST B,103.302,2021-11-12,KFAST-B.ST,0.63307,,17.056,15.036,3.731,0.48429,2022-01-28,Q3-2021,Financials,-0.5986291523335217,0.021459187037822,-0.0455589898021019,-0.8592051216864145,0.5541536217639184,0.4886291005750302,0.4859782933883655
248,248,231,Kindred,Gambling & Casinos,105.906,6.274,1.205,9760.37,13335.75,1.83596,24163.23,43.185,0.5537,3851.49,6421.48,-0.12935,-0.26753,0.0274,Sweden,Large Cap,KIND SDB,5.145,2021-10-27,KIND-SDB.ST,0.0274,0.03661,6.705,1.504,3.763,0.34433,2022-01-28,Q3-2021,Consumer Durables,0.5997822931785196,0.7318950940142099,-0.0254885326451632,-0.4990823475131251,0.4358027894716882,0.403508900228782,0.4680715748887188
249,249,120,Kinnevik B,Holding Companies,223.779,-65.753,,,79819.0,0.29899,73840.773,34.623,0.29033,-1123.0,75844.0,-0.22755,-0.29889,-0.3653099999999999,Sweden,Large Cap,KINV B,3.148,2021-10-20,KINV-B.ST,-0.3653099999999999,,3.345,,0.974,-0.28088,2022-01-28,Q3-2021,Financials,-0.0148067085069352,,0.0339613730475396,1.0779672797908129,0.3569826676615416,0.3464317606031536,0.2887482127011959
250,250,2249,Kjell Group,Retailers,2.862,-18.009,0.928,987.002,2418.447,0.08519,1806.816,43.405,0.05662,-100.326,816.86,-0.02848,-0.91048,-0.94076,Sweden,First North,KJELL,20.315,2021-11-18,KJELL.ST,,,39.068,0.805,2.212,,2022-01-28,Q3-2021,Consumer Durables,-0.1228190877261709,0.4081139673517757,0.0188833717255484,0.5820458303939364,0.3010370136448155,0.2839982449934141,0.2973459332222925
251,251,122,KnowIT,IT Consulting,14.628,80.6,0.684,,6080.2,0.09576,8825.698,40.846,0.0647,109.5,3729.0,-0.08393,0.08784,0.12982,Sweden,Mid Cap,KNOW,26.795,2021-10-22,KNOW.ST,0.12982,0.02174,29.853,2.122,2.367,1.51945,2022-01-28,Q3-2021,Technology,0.0293644408688656,,-0.0227381878668061,-0.6292005356980839,0.3707756174609677,0.3237869628281395,0.3312122643066686
252,252,124,Lagercrantz,Electrical Components,22.388,-729.96,0.86,1812.0,5464.0,0.1839,21168.84,43.928,0.26409,-29.0,1863.0,-0.05581,-0.10965,0.45207,Sweden,Large Cap,LAGR B,34.594,2021-10-22,LAGR-B.ST,0.45207,0.00985,41.984,4.506,11.363,0.3144099999999999,2022-01-28,Q2-2022,Industrials,-0.0155662909286097,0.3316251830161054,-0.0264556014898791,-0.7148942877821796,0.3707086496221001,0.3445379302360875,0.3391684573646965
253,253,126,Latour,Holding Companies,98.292,428.307,0.378,6689.0,45801.0,0.06219,177747.5,30.686,0.15525,415.0,30433.0,-0.1183799999999999,-0.16376,0.4319599999999999,Sweden,Large Cap,LATO B,76.397,2021-11-09,LATO-B.ST,0.4319599999999999,0.0108,37.486,10.277,5.841,0.08369,2022-01-28,Q3-2021,Financials,0.0136365129957611,0.1460448461823977,-0.0062128142042933,-0.2156630029128159,0.2697405082560841,0.2576020472023966,0.2640294439503889
254,254,1661,Leading Edge Materials,Mining,1.369,-47.885,,-0.901,199.279,-0.08563,712.464,81.573,-0.12535,-14.879,128.926,0.85039,1.5,1.02586,Sweden,First North,LEMSE,-43.77,2022-01-26,LEMSE.ST,1.02586,,-42.766,,5.526,0.05651,2022-01-28,Q4-2021,Materials,-0.1154072879015869,-0.0045212992839185,0.1710414330125229,2.0333261941534,0.7947550841411667,0.7448219659373023,0.7709636712568434
255,255,1004,LeoVegas,Gambling & Casinos,18.479,10.377,1.399,2650.612,2818.059,0.13679,3356.582,32.34,0.05545,323.476,783.016,0.0204,-0.11711,-0.03844,Sweden,Mid Cap,LEO,30.958,2021-11-11,LEO.ST,-0.03844,0.04708,71.736,0.851,4.287,0.02965,2022-01-28,Q3-2021,Consumer Durables,0.4131154408083615,0.9405807330506564,-0.0573788251888676,-1.9703123549228283,0.405395479023823,0.3504909786255101,0.2669046956526072
256,256,440,Lifco,Holding Companies,204.605,705.212,0.691,6895.0,23543.0,0.2203099999999999,95203.672,39.227,0.21728,135.0,9932.0,-0.15925,-0.1562,0.35226,Sweden,Large Cap,LIFCO B,34.616,2021-10-22,LIFCO-B.ST,0.35226,0.00573,44.117,5.848,9.586,0.2641199999999999,2022-01-28,Q3-2021,Financials,0.0135924285138944,0.2928683685171813,-0.0551506871787009,-1.6458654088074958,0.3229559038738402,0.3013729963696086,0.3071116231895823
257,257,1772,Lime Technologies,IT Services,4.945,-42.538,0.6,176.268,639.147,0.24333,3881.292,46.056,0.51544,-91.243,119.128,-0.1400799999999999,-0.28452,-0.1792099999999999,Sweden,Mid Cap,LIME,50.672,2021-10-21,LIME.ST,-0.1792099999999999,0.00856,63.225,10.128,32.581,0.8988299999999999,2022-01-28,Q3-2021,Technology,-0.7659240480827345,0.2757863214565663,-0.0196356803786384,-0.4776408444684337,0.5246399064680703,0.4717336660955928,0.3767767882464531
258,258,2150,Linc,Holding Companies,3.949,-17.048,,,3731.605,0.1221,4974.469,36.848,0.08434,-291.786,3615.768,0.02213,-0.1603099999999999,-0.94076,Sweden,Mid Cap,LINC,11.773,2021-10-29,LINC.ST,,,16.312,,1.376,,2022-01-28,Q3-2021,Financials,-0.080698208513378,,-0.024602909673415,-0.7875942155156462,0.4889013996489443,0.3916196171518927,0.2863014828537576
259,259,127,Lindab,Installation,54.713,99.842,0.91,2963.0,10761.0,0.17024,20467.641,35.819,0.16853,205.0,5358.0,0.00542,0.05357,0.43188,Sweden,Large Cap,LIAB,18.586,2021-10-29,LIAB.ST,0.43188,0.0131,21.944,2.089,3.82,0.09571,2022-01-28,Q3-2021,Industrials,0.0382605449794699,0.2753461574203141,0.1192685361144607,4.127058890201293,0.3144268238626496,0.2746680915959459,0.2648651784779514
260,260,2119,LMK Group,Food Processing,0.912,-136.475,1.502,547.687,926.031,0.10073,405.728,62.221,0.03537,-2.973,583.972,-0.28889,-0.51952,-0.94076,Sweden,First North,LMKG,6.338,2021-11-09,LMKG.ST,,,19.643,0.292,0.695,,2022-01-28,Q3-2021,Food and Beverage,-0.0050909975135794,0.5914348439739059,-0.1755296527894275,-3.1742599091910297,0.5432988771521109,0.4484673041989881,0.5068128909594342
261,261,129,Loomis,Security,31.556,25.797,0.656,5025.0,27826.0,0.11587,18315.619,26.391,0.0885,710.0,9593.0,0.05097,-0.13907,0.15968,Sweden,Large Cap,LOOMIS,17.504,2021-11-03,LOOMIS.ST,0.15968,0.02466,21.573,1.004,1.909,0.03964,2022-01-28,Q3-2021,Industrials,0.0740123006358803,0.1805865018328182,0.0700614379316384,2.865733498784619,0.2787977097347815,0.2610831292295561,0.2240695743378429
262,262,316,Lucara Diamond,Mining - Precious Stones,1.16,-5.817,0.489,1193.763,3844.917,0.1908899999999999,1982.028,33.228,0.07793,-340.735,2295.603,0.0127299999999999,-0.10532,-0.17917,Sweden,Mid Cap,LUC,3.175,2021-11-03,LUC.ST,-0.17917,,10.097,1.055,0.863,0.29966,2022-01-28,Q3-2021,Materials,-0.1484294104860465,0.3104782235871411,0.0270310931270547,0.6513024997080809,0.4140782364174053,0.3653739603892805,0.3803824810365367
263,263,130,Lundbergföretagen,Holding Companies,80.618,68.887,0.126,,188949.0,0.06775,114972.797,23.061,0.08916,1669.0,91462.0,-0.0707599999999999,-0.2375,0.02703,Sweden,Large Cap,LUND B,11.216,2021-11-24,LUND-B.ST,0.02703,0.00755,14.098,4.813,1.257,0.08368,2022-01-28,Q3-2021,Financials,0.0182480155693074,,0.0040432220100395,0.2178916413384893,0.2151435793617111,0.2002668800903565,0.1700695887065678
264,264,132,Lundin Energy,Oil & Gas -Exploration,331.161,8.27,0.604,26485.15,64876.25,0.6591,107221.898,44.28,,12965.9,-14377.75,0.1075,0.4044899999999999,0.66667,Sweden,Large Cap,LUNE,4.964,2021-10-29,LUNE.ST,0.66667,0.0408,18.666,2.736,,0.28847,2022-01-28,Q3-2021,Energy,,0.4082410743530953,-0.0328662212443819,-0.998710224991451,0.3496608421478311,0.3095311855772868,0.3016129061076459
265,265,595,Lundin Gold,Mining - Gold & Silver,5.982,5.337,0.444,4522.074,14677.47,0.20738,15367.68,38.899,0.24794,2879.246,7062.633,-0.1835099999999999,-0.07902,0.0273,Sweden,Mid Cap,LUG,9.911,2021-11-10,LUG.ST,0.0273,,8.701,2.357,2.176,0.05072,2022-01-28,Q3-2021,Materials,0.4076731723140647,0.3080962863490779,0.0585021533077783,1.6520807355748666,0.3546698990724519,0.3451242234271857,0.3245489643186464
266,266,131,Lundin Mining,Mining,62.823,8.413,0.392,9440.641,61305.461,0.16724,55381.27,50.173,0.13927,6582.599,36141.02,0.06502,-0.02774,0.03716,Sweden,Large Cap,LUMI,5.918,2021-10-28,LUMI.ST,0.03716,0.01024,9.796,2.305,1.532,0.03932,2022-01-28,Q3-2021,Materials,0.1821365030649384,0.1539934753936521,0.003829827642423,0.0846585663511532,0.4825542360871331,0.4302615381620385,0.4146178189987421
267,267,1573,Lyko,Personal Products,3.122,48.004,1.863,902.1,1067.9,0.14514,4286.8,32.053,0.17346,89.3,390.3,-0.01754,0.00179,-0.0909099999999999,Sweden,First North,LYKO A,49.733,2021-10-27,LYKO-A.ST,-0.0909099999999999,,63.321,2.154,10.983,0.20517,2022-01-28,Q3-2021,Food and Beverage,0.2287983602357161,0.8447420170427942,0.0614260969075453,2.8780945712670407,0.3001120616983886,0.2557212197395159,0.1956084011517365
268,268,1566,MAG Interactive,Gaming,1.978,-23.188,0.616,270.772,476.597,0.04083,533.874,49.89,0.03329,-23.024,327.779,-0.2646,-0.50247,-0.4125399999999999,Sweden,First North,MAGI,35.481,2022-01-19,MAGI.ST,-0.4125399999999999,,48.932,1.819,1.629,0.06999,2022-01-28,Q1-2022,Consumer Durables,-0.0702424499434069,0.568136182141306,-0.1373175287503015,-2.5069412876991595,0.46951969918715,0.439018288646097,0.5020205082824787
269,269,1354,Maha Energy,Oil & Gas -Exploration,7.63,-7.076,0.306,352.978,1641.461,0.05635,1545.534,53.659,-0.01703,-218.423,836.877,-0.00616,0.09593,-0.02492,Sweden,Small Cap,MAHA A,29.354,2021-11-22,MAHA-A.ST,-0.02492,,-100.233,3.08,1.847,0.38512,2022-01-28,Q3-2021,Energy,-0.2609977332391737,0.2150389195966276,0.0151623111296487,0.2638925684449743,0.4820233233126331,0.435318827920896,0.5265964014941545
270,270,318,MedCap,Pharmaceuticals,3.406,64.51,0.784,564.1,1128.8,0.15025,2206.243,37.842,0.11853,34.2,639.4,-0.20491,-0.2467099999999999,-0.2904799999999999,Sweden,Mid Cap,MCAP,21.046,2021-10-29,MCAP.ST,-0.2904799999999999,,29.008,2.492,3.45,0.0833,2022-01-28,Q3-2021,Health Care,0.0534876446668752,0.4997342310418143,0.0705416089829154,1.866299826149475,0.3646942574374388,0.3292660998959976,0.3464205035855756
271,271,1977,Media and Games,Gaming,22.387,-2.588,0.246,2529.779,9102.354,0.04852,5493.256,55.393,0.03655,-2122.607,3052.44,-0.2485699999999999,-0.3561399999999999,0.04857,Sweden,First North,M8G,12.829,2021-11-15,M8G.ST,0.04857,,42.665,2.453,1.8,1.75787,2022-01-28,Q3-2021,Consumer Durables,-0.6953804169778931,0.2779257980957453,0.0081460493688159,0.1549842334944078,0.5712580088087638,0.5498350835752264,0.4817249729959545
272,272,1459,Medicover,Healthcare Facilities,25.944,223.607,0.936,3840.354,14581.57,0.15042,40186.809,43.531,0.1736799999999999,179.721,5148.849,0.0,0.06439,0.6448999999999999,Sweden,Large Cap,MCOV B,28.772,2021-11-03,MCOV-B.ST,0.6448999999999999,0.00278,41.011,2.944,7.805,0.3142,2022-01-28,Q3-2021,Health Care,0.0349050826699326,0.2633704052444284,0.042672161766575,1.2105751133892106,0.4148772361007169,0.3691935742941932,0.3230669608187463
273,273,136,Medivir,Biotechnology,1.052,-9.832,0.038,-25.1,340.3,-0.16249,470.969,45.807,-0.16366,-47.9,304.9,-0.10582,-0.19216,0.07098,Sweden,Small Cap,MVIR B,-4.971,2021-11-03,MVIR-B.ST,0.07098,,-9.439,36.228,1.545,0.51244,2022-01-28,Q3-2021,Health Care,-0.1571006887504099,-0.0737584484278577,0.0467714350050323,1.188002531760871,0.427941479552735,0.3694497442449579,0.3608302769432321
274,274,137,Mekonomen,Auto & Equipment,17.366,6.272,0.912,5775.0,13219.0,0.11182,7576.803,37.715,0.12621,1208.0,5071.0,-0.19484,-0.05222,0.41592,Sweden,Mid Cap,MEKO,10.043,2021-10-29,MEKO.ST,0.41592,,11.825,0.628,1.494,0.04144,2022-01-28,Q3-2021,Consumer Durables,0.238217314139223,0.4368711702851955,-0.0360444285613623,-0.7974141606669172,0.3844738188720033,0.329609542567551,0.4142798821774775
275,275,1854,Mentice,Medical Equipment,0.931,-97.6,0.668,135.802,244.337,-0.1720799999999999,1887.398,57.11,-0.15544,-19.338,139.351,-0.31041,-0.35424,-0.07073,Sweden,First North,MNTC,-78.273,2021-10-29,MNTC.ST,-0.07073,,-84.95,11.557,13.544,0.40618,2022-01-28,Q3-2021,Health Care,-0.1387718782068302,0.555797934819532,0.0415933266204806,0.5650931594027949,0.5507960033430671,0.5113402098786696,0.6745952042484827
276,276,251,Micro Systemation,Electronic Equipment,1.679,85.795,1.613,240.8,206.5,1.71042,857.947,48.881,0.38326,10.0,90.8,0.0407,-0.15085,0.38545,Sweden,Small Cap,MSAB B,18.103,2022-01-27,MSAB-B.ST,0.38545,,23.791,2.576,9.449,0.09433,2022-01-28,Q4-2021,Technology,0.1101321585903083,1.1661016949152545,0.060350044809863,1.092775550313393,0.5180090934310858,0.4480254636031942,0.5061581922396803
277,277,141,Midsona B,Health Products,4.227,-11.972,0.721,1072.0,5330.0,0.04956,2861.296,43.146,0.05003,-239.0,2858.0,-0.2617299999999999,-0.44811,-0.48896,Sweden,Mid Cap,MSON B,19.516,2021-10-22,MSON-B.ST,-0.48896,0.03177,18.2,0.744,1.001,0.11065,2022-01-28,Q3-2021,Food and Beverage,-0.0836249125262421,0.2011257035647279,-0.1175540228121452,-3.2566339552043875,0.3650834599452491,0.3198390327591384,0.3308325192165554
278,278,1721,Midsummer,Solar Energy,2.46,-7.529,0.202,26.862,404.428,-0.41151,857.601,71.659,-0.7087399999999999,-113.9,173.071,0.1164,0.0377,0.10471,Sweden,First North,MIDS,-9.028,2021-11-01,MIDS.ST,0.10471,,-6.107,10.495,4.955,0.26774,2022-01-28,Q3-2021,Utilities,-0.6581114109238405,0.0664197335496058,0.3503405136456311,7.581710858985676,0.5607527597833349,0.4426239685107964,0.4235091399952443
279,279,2175,Mildef Group,IT Services,1.231,-10.67,0.625,231.361,825.9,0.09931,1775.783,49.824,0.06967,-166.434,544.5,0.0517199999999999,-0.01969,-0.94076,Sweden,Small Cap,MILDEF,36.911,2021-10-27,MILDEF.ST,,,45.822,3.44,3.261,,2022-01-28,Q3-2021,Technology,-0.30566391184573,0.2801319772369536,-0.0067256880992411,-0.1493942560918214,0.5259018528373817,0.4628973689164548,0.4126125812560393
280,280,143,Millicom,Telecommunications,157.406,7.997,0.382,27221.551,98610.0,0.06804,25455.1,27.318,-0.05082,3183.2,18554.25,-0.19316,-0.31188,-0.20115,Sweden,Large Cap,TIGO SDB,14.805,2021-10-28,TIGO-SDB.ST,-0.20115,,-26.722,0.675,1.372,-0.07543,2022-01-28,Q3-2021,Telecom,0.1715617715617715,0.2760526417199067,-0.0288707962539479,-1.4932710748225269,0.2424201953599722,0.2138983433640444,0.1771983820460568
281,281,913,Minesto,Renewable Energy,2.943,-28.982,0.068,28.879,568.607,-0.04641,2223.128,53.796,-0.0233,-76.708,546.298,-0.2122,-0.14641,-0.3008699999999999,Sweden,First North,MINEST,-127.238,2021-08-19,MINEST.ST,-0.3008699999999999,,-159.585,57.862,4.069,0.30467,2022-01-28,Q2-2021,Utilities,-0.1404142061658655,0.0507890335504135,-0.0153236449393272,-0.3822899672175326,0.4830381781152108,0.4441446825712352,0.3673743434503275
282,282,1421,Mips,Recreation & Sport,94.411,96.118,0.861,402.0,639.0,0.72087,22780.08,57.893,0.47189,237.0,498.0,-0.1800199999999999,-0.05383,0.71598,Sweden,Large Cap,MIPS,75.475,2021-10-28,MIPS.ST,0.71598,0.00402,96.937,41.418,45.743,0.47917,2022-01-28,Q3-2021,Consumer Durables,0.4759036144578313,0.6291079812206573,0.048384814300415,1.0356707065277453,0.5292104298870939,0.4660952409182605,0.4281806420139274
283,283,321,Misen Energy,Oil & Gas -Exploration,0.631,13.233,0.001,483.289,48.988,-109.0802,1305.612,146.556,2.15635,98.667,37.666,-0.03433,2.37079,5.474819999999999,Sweden,First North,MISE,4.189,2021-11-30,MISE.ST,5.474819999999999,,16.077,39564.0,34.663,6.03244,2022-01-28,Q3-2021,Energy,2.619524239367069,9.865456846574672,-0.1492057355951476,-0.8260097886073522,1.3628421715061394,1.1428165655170173,1.6555411011269583
284,284,148,MTG B,Broadcasting & Publishing,44.429,-2.685,0.275,2509.0,17134.0,0.01241,13760.96,74.228,-0.00421,-5126.0,8052.0,0.10319,-0.06741,-0.08053,Sweden,Mid Cap,MTG B,94.038,2021-10-28,MTG-B.ST,-0.08053,,-309.148,2.92,1.709,0.95326,2022-01-28,Q3-2021,Consumer Durables,-0.6366120218579235,0.1464339908952959,-0.0524246804447485,-1.6477881869984266,0.4963123042107478,0.3447930404135308,0.2915909560676574
285,285,1439,Munters,Installation,15.889,53.104,0.713,2339.0,10002.0,0.11214,11842.2,34.893,0.1291,223.0,4237.0,-0.00619,-0.18734,-0.16188,Sweden,Large Cap,MTRS,17.685,2021-10-22,MTRS.ST,-0.16188,0.0109,21.352,1.66,2.795,-0.01039,2022-01-28,Q3-2021,Industrials,0.0526315789473684,0.2338532293541291,-0.0947728981284649,-3.304767660108623,0.3588609717599209,0.315967096612651,0.2628348036362436
286,286,140,Mycronic,Semiconductors,20.025,-263.512,0.708,2251.0,6118.0,0.31499,17918.811,34.735,0.22318,-68.0,3719.0,-0.10382,-0.26269,-0.21995,Sweden,Large Cap,MYCR,16.615,2021-10-21,MYCR.ST,-0.21995,0.01639,21.538,4.134,4.818,0.17203,2022-01-28,Q3-2021,Technology,-0.0182844850766335,0.3679306963059823,-0.1424658373576632,-5.160050253804162,0.3404143799353052,0.2985326493000976,0.2530442346585477
287,287,1941,Nanoform,Pharmaceuticals,1.243,-17.837,0.015,13.794,1071.973,-1.36983,4243.297,37.993,-0.20171,-237.892,939.411,-0.24026,-0.203,-0.21739,Sweden,First North,NANOFS,-17.407,2021-11-25,NANOFS.ST,-0.21739,,-20.556,272.214,4.517,,2022-01-28,Q3-2021,Health Care,-0.2532352718884492,0.0128678614106885,0.0069617787783765,0.1508718538692742,0.3595350560470833,0.3213587621837879,0.4229135840153541
288,288,1695,NCAB Group,Semiconductors,26.259,-74.4,1.392,850.3,1981.8,0.3114099999999999,12171.81,70.992,0.28625,-163.6,854.2,-0.09078,0.19231,1.17,Sweden,Large Cap,NCAB,38.263,2021-11-12,NCAB.ST,1.17,0.0230399999999999,49.763,4.414,14.249,0.27177,2022-01-28,Q3-2021,Technology,-0.1915242332006555,0.4290543949944495,0.1470426998983571,2.033062499957285,0.6402961072446934,0.5826981332249473,0.6628761316379154
